case_id,crime_category,ipc_section,case_facts,evidence_strength,number_of_witnesses,accused_prior_record,punishment_years,fine_amount,verdict,case_description
438,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: Yes.,Strong,4,Yes,3,13331,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
439,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: Yes.,Strong,5,Yes,5,14689,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
440,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Moderate. 0 witnesses were presented in court. Prior criminal record: Yes.,Moderate,0,Yes,1,25473,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Moderate in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
441,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: Yes.,Weak,5,Yes,9,16684,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
442,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: No.,Moderate,2,No,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
443,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: No.,Strong,2,No,11,24569,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
444,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: Yes.,Moderate,3,Yes,19,48344,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
445,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: No.,Moderate,1,No,0,0,Acquitted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
446,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,4,2062,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
447,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: No.,Strong,4,No,7,10988,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
448,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: No.,Moderate,1,No,5,19043,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
449,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: No.,Moderate,3,No,0,0,Acquitted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
450,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: Yes.,Strong,2,Yes,1,48206,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
451,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: Yes.,Moderate,1,Yes,20,28744,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
452,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: Yes.,Strong,0,Yes,4,10010,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
453,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: Yes.,Weak,5,Yes,2,15334,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
454,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: Yes.,Moderate,2,Yes,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
455,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Weak. 0 witnesses were presented in court. Prior criminal record: No.,Weak,0,No,3,18347,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Weak in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
456,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: Yes.,Strong,2,Yes,9,12748,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
457,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,2,13578,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
458,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: No.,Strong,2,No,4,27011,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
459,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: No.,Moderate,3,No,2,10829,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
460,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: Yes.,Strong,5,Yes,1,27560,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
461,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,2,24030,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
462,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,0,0,Acquitted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
463,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,3,14855,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
464,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: Yes.,Moderate,2,Yes,7,10187,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
465,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: Yes.,Strong,5,Yes,9,21610,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
466,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,22,6042,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
467,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,9,45370,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
468,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: Yes.,Moderate,3,Yes,19,46174,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
469,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: No.,Strong,5,No,1,7401,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
470,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Weak. 0 witnesses were presented in court. Prior criminal record: No.,Weak,0,No,0,0,Acquitted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Weak in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
471,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: No.,Weak,5,No,0,0,Acquitted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
472,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: No.,Weak,2,No,0,0,Acquitted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
473,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: No.,Strong,4,No,0,41541,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
474,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: Yes.,Weak,5,Yes,4,18561,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
475,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: Yes.,Moderate,5,Yes,3,21753,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
476,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Weak. 0 witnesses were presented in court. Prior criminal record: Yes.,Weak,0,Yes,0,0,Acquitted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Weak in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
477,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: Yes.,Moderate,2,Yes,4,7140,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
478,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,2,3936,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
479,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: No.,Strong,0,No,4,1808,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
480,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: Yes.,Moderate,3,Yes,6,38483,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
481,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: No.,Weak,5,No,9,9811,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
482,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: Yes.,Moderate,3,Yes,4,11958,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
483,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: No.,Moderate,3,No,0,0,Acquitted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
484,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: Yes.,Moderate,2,Yes,0,0,Acquitted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
485,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 1 witnesses were presented in court. Prior criminal record: No.,Strong,1,No,2,9879,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
486,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,0,0,Acquitted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
487,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: No.,Moderate,2,No,3,11507,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
488,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 1 witnesses were presented in court. Prior criminal record: No.,Strong,1,No,4,12641,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
489,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: No.,Moderate,2,No,7,13322,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
490,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: Yes.,Moderate,2,Yes,5,23338,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
491,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: No.,Weak,5,No,14,27138,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
492,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: No.,Strong,0,No,10,10121,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
493,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: Yes.,Weak,2,Yes,0,0,Acquitted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
494,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,0,0,Acquitted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
495,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: No.,Strong,5,No,15,3409,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
496,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: Yes.,Strong,4,Yes,1,17268,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
497,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: Yes.,Weak,5,Yes,5,43272,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
498,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: Yes.,Moderate,3,Yes,2,7462,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
499,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,10,25518,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
500,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: Yes.,Moderate,5,Yes,7,2609,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
501,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: No.,Weak,2,No,4,28240,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
502,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: No.,Moderate,2,No,0,0,Acquitted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
503,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Strong. 3 witnesses were presented in court. Prior criminal record: No.,Strong,3,No,5,7397,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Strong in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
504,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: No.,Strong,5,No,8,5402,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
505,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: Yes.,Weak,5,Yes,3,23483,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
506,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Strong. 1 witnesses were presented in court. Prior criminal record: Yes.,Strong,1,Yes,5,12432,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Strong in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
507,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: No.,Weak,2,No,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
508,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: Yes.,Moderate,5,Yes,3,42974,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
509,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 0 witnesses were presented in court. Prior criminal record: Yes.,Moderate,0,Yes,0,0,Acquitted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
510,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Moderate. 3 witnesses were presented in court. Prior criminal record: Yes.,Moderate,3,Yes,7,15076,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Moderate in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
511,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: Yes.,Moderate,5,Yes,6,7668,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
512,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: No.,Weak,2,No,14,4734,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
